VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
2,02/09/2022 09:50:44 AM,02/09/2022 10:15:25 AM,N,1,244,263,1,6.2,23,0,0.5,5.31,0,,0.3,31.86,1,1,2.75
1,02/09/2022 09:50:46 AM,02/09/2022 10:03:09 AM,N,1,33,261,1,2.4,11,2.75,0.5,3.6,0,,0.3,18.15,1,1,2.75
2,02/09/2022 09:50:51 AM,02/09/2022 09:56:29 AM,N,1,43,75,1,0.87,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,02/09/2022 09:51:28 AM,02/09/2022 09:57:43 AM,N,1,166,238,2,1.1,6.5,0,0.5,1.5,0,,0.3,8.8,1,1,0
1,02/09/2022 09:52:17 AM,02/09/2022 10:17:31 AM,N,1,55,91,1,0,23.2,0,0.5,0,0,,0.3,24,1,1,0
2,02/09/2022 09:52:33 AM,02/09/2022 10:12:01 AM,N,1,42,75,1,3.21,14.5,0,0.5,3.82,0,,0.3,19.12,1,1,0
2,02/09/2022 09:52:51 AM,02/09/2022 10:05:09 AM,N,1,74,140,1,2.85,11,0,0.5,3,0,,0.3,17.55,1,1,2.75
2,02/09/2022 09:53:00 AM,02/09/2022 10:16:00 AM,,,247,94,,3.42,25.2,0,0,0,0,,0.3,25.5,,,
2,02/09/2022 09:53:45 AM,02/09/2022 10:05:46 AM,N,1,75,159,1,2.46,11,0,0.5,4,0,,0.3,15.8,1,1,0
2,02/09/2022 09:53:48 AM,02/09/2022 10:01:31 AM,N,1,41,74,4,0.99,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/09/2022 09:53:49 AM,02/09/2022 10:04:04 AM,N,1,75,236,1,1.11,8,0,0.5,2.31,0,,0.3,13.86,1,1,2.75
1,02/09/2022 09:53:58 AM,02/09/2022 10:27:30 AM,N,1,169,216,1,0,46.2,0,0.5,0,6.55,,0.3,53.55,1,1,0
2,02/09/2022 09:54:00 AM,02/09/2022 10:09:00 AM,,,145,193,,2.17,7,0,0,2.3,0,,0.3,9.6,,,
1,02/09/2022 09:54:01 AM,02/09/2022 10:00:21 AM,N,1,41,166,1,0.8,6,0,0.5,0,0,,0.3,6.8,2,1,0
1,02/09/2022 09:54:11 AM,02/09/2022 10:51:20 AM,N,1,38,249,1,0,59.2,0,0.5,0,6.55,,0.3,66.55,1,1,0
2,02/09/2022 09:54:15 AM,02/09/2022 10:02:23 AM,N,1,41,236,1,1.61,7.5,0,0.5,0,0,,0.3,11.05,2,1,2.75
1,02/09/2022 09:54:16 AM,02/09/2022 10:25:15 AM,N,1,244,229,1,8.3,28,2.75,0.5,6,0,,0.3,37.55,1,1,2.75
2,02/09/2022 09:54:27 AM,02/09/2022 10:06:16 AM,N,1,97,65,1,1.02,8.5,0,0.5,5,0,,0.3,14.3,1,1,0
2,02/09/2022 09:54:50 AM,02/09/2022 10:03:46 AM,N,1,122,191,1,1.16,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/09/2022 09:55:22 AM,02/09/2022 10:00:01 AM,N,1,42,74,5,0.84,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 09:55:46 AM,02/09/2022 10:07:15 AM,N,1,244,200,1,3.96,14,0,0.5,0,3,,0.3,17.8,2,1,0
2,02/09/2022 09:56:01 AM,02/09/2022 10:06:47 AM,N,1,82,226,2,2.91,11,0,0.5,0,0,,0.3,11.8,2,1,0
2,02/09/2022 09:56:44 AM,02/09/2022 10:15:24 AM,N,1,33,133,1,5.79,19.5,0,0.5,4.06,0,,0.3,24.36,1,1,0
2,02/09/2022 09:57:01 AM,02/09/2022 10:02:30 AM,N,1,95,95,1,1.25,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,02/09/2022 09:57:10 AM,02/09/2022 10:01:04 AM,N,1,42,42,1,0.7,5,0,0.5,0,0,,0.3,5.8,2,1,0
1,02/09/2022 09:57:32 AM,02/09/2022 10:05:12 AM,N,1,25,106,1,1.3,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/09/2022 09:58:10 AM,02/09/2022 10:07:20 AM,N,1,41,42,1,1.27,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/09/2022 09:58:56 AM,02/09/2022 10:06:32 AM,N,1,41,166,1,1,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
1,02/09/2022 10:00:19 AM,02/09/2022 10:06:42 AM,N,1,152,41,1,1.1,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/09/2022 10:01:01 AM,02/09/2022 10:05:57 AM,N,1,75,74,1,1.26,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/09/2022 10:01:17 AM,02/09/2022 10:07:48 AM,N,1,236,263,1,1.03,6,0,0.5,1.91,0,,0.3,11.46,1,1,2.75
2,02/09/2022 10:01:19 AM,02/09/2022 10:14:03 AM,N,1,244,220,1,4,15,0,0.5,3.76,3,,0.3,22.56,1,1,0
1,02/09/2022 10:01:34 AM,02/09/2022 10:08:18 AM,N,1,244,116,1,1.3,7,0,0.5,0,0,,0.3,7.8,2,1,0
2,02/09/2022 10:02:10 AM,02/09/2022 10:22:10 AM,N,1,74,236,1,1.54,13,0,0.5,0,0,,0.3,13.8,2,1,0
2,02/09/2022 10:02:27 AM,02/09/2022 10:13:59 AM,N,1,74,75,1,1.36,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
1,02/09/2022 10:02:33 AM,02/09/2022 10:34:32 AM,N,1,166,68,1,4.4,21.5,2.75,0.5,5,0,,0.3,30.05,1,1,2.75
2,02/09/2022 10:02:53 AM,02/09/2022 10:08:35 AM,N,1,74,41,1,0.85,5.5,0,0.5,1.58,0,,0.3,7.88,1,1,0
2,02/09/2022 10:03:06 AM,02/09/2022 10:14:49 AM,N,1,196,95,2,1.93,10,0,0.5,2.16,0,,0.3,12.96,1,1,0
2,02/09/2022 10:03:22 AM,02/09/2022 10:12:24 AM,N,1,74,75,1,1.35,7.5,0,0.5,1.66,0,,0.3,9.96,1,1,0
2,02/09/2022 10:03:39 AM,02/09/2022 10:15:17 AM,N,1,75,24,5,1.68,10,0,0.5,2,0,,0.3,12.8,1,1,0
1,02/09/2022 10:04:05 AM,02/09/2022 10:25:08 AM,N,1,223,166,1,5.5,19.5,0,0.5,0,6.55,,0.3,26.85,2,1,0
1,02/09/2022 10:04:25 AM,02/09/2022 10:27:09 AM,N,1,108,155,1,0,28.2,0,0.5,0,0,,0.3,29,1,1,0
2,02/09/2022 10:04:48 AM,02/09/2022 10:26:04 AM,N,1,244,100,1,7.24,24,0,0.5,0,0,,0.3,27.55,2,1,2.75
2,02/09/2022 10:05:16 AM,02/09/2022 10:12:31 AM,N,1,41,151,1,1.6,7.5,0,0.5,1,0,,0.3,9.3,1,1,0
2,02/09/2022 10:05:36 AM,02/09/2022 10:22:51 AM,N,1,33,228,1,5.02,17.5,0,0.5,3.66,0,,0.3,21.96,1,1,0
2,02/09/2022 10:05:47 AM,02/09/2022 10:24:54 AM,N,1,74,236,1,2.1,13,0,0.5,4.96,0,,0.3,21.51,1,1,2.75
2,02/09/2022 10:05:50 AM,02/09/2022 10:34:28 AM,N,1,75,68,1,6.28,24.5,0,0.5,7.01,0,,0.3,35.06,1,1,2.75
1,02/09/2022 10:06:11 AM,02/09/2022 10:10:53 AM,N,1,7,7,1,1,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 10:07:54 AM,02/09/2022 10:28:45 AM,N,1,75,4,1,6.07,21,0,0.5,0,0,,0.3,24.55,2,1,2.75
2,02/09/2022 10:07:55 AM,02/09/2022 10:08:08 AM,N,5,74,74,1,0.08,8.7,0,0,0,0,,0.3,9,1,2,0
2,02/09/2022 10:08:11 AM,02/09/2022 10:38:26 AM,N,1,74,244,1,4.65,22,0,0.5,4.56,0,,0.3,27.36,1,1,0
2,02/09/2022 10:08:12 AM,02/09/2022 10:24:58 AM,N,1,244,246,1,7.83,23.5,0,0.5,7,0,,0.3,34.05,1,1,2.75
2,02/09/2022 10:08:27 AM,02/09/2022 10:18:26 AM,N,1,75,166,1,1.35,8.5,0,0.5,0,0,,0.3,9.3,1,1,0
2,02/09/2022 10:09:16 AM,02/09/2022 10:19:53 AM,N,1,75,237,1,1.47,8.5,0,0.5,1.95,0,,0.3,14,1,1,2.75
2,02/09/2022 10:09:17 AM,02/09/2022 10:15:19 AM,N,1,42,41,1,0.9,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/09/2022 10:09:32 AM,02/09/2022 10:19:08 AM,N,1,75,263,1,1.5,8,0,0.5,2.31,0,,0.3,13.86,1,1,2.75
2,02/09/2022 10:09:43 AM,02/09/2022 10:42:39 AM,N,1,75,158,1,6.76,27.5,0,0.5,7.76,0,,0.3,38.81,1,1,2.75
2,02/09/2022 10:09:46 AM,02/09/2022 10:23:37 AM,N,1,75,24,1,1.66,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 10:09:48 AM,02/09/2022 10:19:57 AM,N,1,74,75,1,1.72,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,02/09/2022 10:10:10 AM,02/09/2022 10:13:08 AM,N,1,166,166,1,0.38,4,0,0.5,0,0,,0.3,4.8,1,1,0
2,02/09/2022 10:10:20 AM,02/09/2022 10:17:09 AM,N,5,192,138,1,4.1,22,0,0,0,0,,0.3,22.3,1,2,0
2,02/09/2022 10:10:22 AM,02/09/2022 10:16:54 AM,N,5,192,138,2,4.17,25,0,0,5.06,0,,0.3,30.36,1,2,0
1,02/09/2022 10:11:36 AM,02/09/2022 10:20:47 AM,N,1,182,185,1,2.2,9,0,0.5,0.2,0,,0.3,10,1,1,0
2,02/09/2022 10:11:40 AM,02/09/2022 10:21:03 AM,N,1,75,236,1,0.8,7.5,0,0.5,0,0,,0.3,11.05,2,1,2.75
2,02/09/2022 10:11:56 AM,02/09/2022 10:26:01 AM,N,1,74,75,1,1.64,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,0
2,02/09/2022 10:12:00 AM,02/09/2022 10:24:00 AM,,,34,181,,1.65,11.1,0,0,2.53,0,,0.3,13.93,,,
1,02/09/2022 10:12:09 AM,02/09/2022 10:15:05 AM,N,1,41,75,1,0.7,4.5,0,0.5,0,0,,0.3,5.3,2,1,0
2,02/09/2022 10:12:25 AM,02/09/2022 10:37:24 AM,N,1,75,232,1,7.29,24,0,0.5,0,0,,0.3,27.55,2,1,2.75
2,02/09/2022 10:13:00 AM,02/09/2022 10:23:00 AM,,,74,238,,1.76,10.16,0,0,0.72,0,,0.3,11.18,,,
2,02/09/2022 10:13:40 AM,02/09/2022 10:18:58 AM,N,1,40,33,1,0.93,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
1,02/09/2022 10:14:43 AM,02/09/2022 10:52:11 AM,N,1,127,87,1,0,42.2,0,0.5,0,0,,0.3,43,1,1,0
2,02/09/2022 10:15:00 AM,02/09/2022 10:28:00 AM,,,75,42,,2.3,11.41,0,0,1.95,0,,0.3,13.66,,,
1,02/09/2022 10:16:09 AM,02/09/2022 10:57:19 AM,N,5,37,234,2,5.5,27,0,0,0,0,,0.3,27.3,2,1,0
2,02/09/2022 10:16:25 AM,02/09/2022 10:26:03 AM,N,1,43,238,1,1.45,8.5,0,0.5,0,0,,0.3,12.05,2,1,2.75
2,02/09/2022 10:16:43 AM,02/09/2022 10:21:58 AM,N,1,74,74,1,0.85,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 10:16:51 AM,02/09/2022 10:19:44 AM,N,1,41,41,1,0.52,4,0,0.5,0,0,,0.3,4.8,2,1,0
2,02/09/2022 10:16:53 AM,02/09/2022 10:30:55 AM,N,1,75,263,1,1.71,10.5,0,0.5,2.81,0,,0.3,16.86,1,1,2.75
2,02/09/2022 10:17:11 AM,02/09/2022 10:57:23 AM,N,1,260,82,5,5.84,23.5,0,0.5,0,0,,0.3,24.3,2,1,0
2,02/09/2022 10:17:20 AM,02/09/2022 10:25:16 AM,N,1,75,74,1,1.2,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/09/2022 10:17:21 AM,02/09/2022 10:38:57 AM,N,1,42,75,1,2.08,14.5,0,0.5,0,0,,0.3,15.3,2,1,0
2,02/09/2022 10:18:00 AM,02/09/2022 10:23:00 AM,,,169,47,,0.94,18.2,0,0,0,0,,0.3,18.5,,,
2,02/09/2022 10:18:12 AM,02/09/2022 10:23:50 AM,N,1,74,263,1,0,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 10:18:26 AM,02/09/2022 10:31:16 AM,N,1,116,42,1,1.74,10,0,0.5,0,0,,0.3,10.8,2,1,0
2,02/09/2022 10:19:05 AM,02/09/2022 10:24:51 AM,N,1,24,238,1,1.06,6,0,0.5,1.36,0,,0.3,8.16,1,1,0
2,02/09/2022 10:19:37 AM,02/09/2022 10:21:50 AM,N,1,236,236,1,0.56,4,0,0.5,1.89,0,,0.3,9.44,1,1,2.75
2,02/09/2022 10:20:17 AM,02/09/2022 10:27:36 AM,N,1,116,166,1,1.97,8,0,0.5,0,0,,0.3,8.8,1,1,0
2,02/09/2022 10:20:24 AM,02/09/2022 10:35:34 AM,N,1,83,138,1,3.92,15,0,0.5,3.16,0,,0.3,18.96,1,1,0
1,02/09/2022 10:20:32 AM,02/09/2022 10:42:01 AM,N,1,152,236,1,5.4,20,2.75,0.5,4.7,0,,0.3,28.25,1,1,2.75
2,02/09/2022 10:21:02 AM,02/09/2022 10:34:35 AM,N,1,74,243,1,4.3,15.5,0,0.5,0,0,,0.3,16.3,2,1,0
2,02/09/2022 10:21:04 AM,02/09/2022 10:29:56 AM,N,1,75,41,1,1.17,7.5,0,0.5,0,0,,0.3,8.3,1,1,0
2,02/09/2022 10:22:15 AM,02/09/2022 10:34:34 AM,N,1,75,43,1,1.48,9.5,0,0.5,2.61,0,,0.3,15.66,1,1,2.75
1,02/09/2022 10:22:23 AM,02/09/2022 10:47:40 AM,N,1,65,106,1,0,15.2,0,0.5,0,0,,0.3,16,1,1,0
2,02/09/2022 10:22:44 AM,02/09/2022 10:31:05 AM,N,1,97,97,1,0.97,7,0,0.5,1.56,0,,0.3,9.36,1,1,0
2,02/09/2022 10:22:53 AM,02/09/2022 10:42:39 AM,N,1,75,247,1,3.92,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,02/09/2022 10:23:00 AM,02/09/2022 10:48:00 AM,,,74,161,,5.64,22.18,0,0,2.78,0,,0.3,28.01,,,
1,02/09/2022 10:23:17 AM,02/09/2022 10:38:54 AM,N,1,55,55,1,0,32.2,0,0.5,0,0,,0.3,33,1,1,0
2,02/09/2022 10:23:33 AM,02/09/2022 10:33:21 AM,N,1,42,166,1,1.7,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/09/2022 10:24:00 AM,02/09/2022 10:46:00 AM,,,33,181,,3.52,15.09,0,0,1.71,0,,0.3,17.1,,,
2,02/09/2022 10:24:06 AM,02/09/2022 10:45:06 AM,N,1,75,244,1,4.22,16.5,0,0.5,0,0,,0.3,17.3,2,1,0
2,02/09/2022 10:24:22 AM,02/09/2022 10:32:55 AM,N,1,75,239,1,1.47,8,0,0.5,2.89,0,,0.3,14.44,1,1,2.75
2,02/09/2022 10:25:32 AM,02/09/2022 10:29:05 AM,N,1,75,75,1,0.69,4.5,0,0.5,1.59,0,,0.3,6.89,1,1,0
2,02/09/2022 10:25:34 AM,02/09/2022 10:39:56 AM,N,1,82,138,5,3.79,14.5,0,0.5,4.59,0,,0.3,19.89,1,1,0
2,02/09/2022 10:27:59 AM,02/09/2022 10:31:58 AM,N,1,42,116,1,0.69,5,0,0.5,0,0,,0.3,5.8,2,1,0
2,02/09/2022 10:28:00 AM,02/09/2022 10:38:00 AM,,,228,89,,2.56,13.93,0,0,3.16,0,,0.3,17.39,,,
1,02/09/2022 10:28:40 AM,02/09/2022 10:48:12 AM,N,1,75,263,1,1.8,13,2.75,0.5,3.31,0,,0.3,19.86,1,1,2.75
2,02/09/2022 10:29:55 AM,02/09/2022 10:51:46 AM,N,1,244,142,1,6.01,22,0,0.5,5.11,0,,0.3,30.66,1,1,2.75
2,02/09/2022 10:30:36 AM,02/09/2022 10:37:49 AM,N,1,41,116,1,1.44,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
2,02/09/2022 10:30:43 AM,02/09/2022 10:41:37 AM,N,1,75,43,1,0.37,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/09/2022 10:30:45 AM,02/09/2022 10:53:22 AM,N,1,74,238,1,3.22,15,0,0.5,5,0,,0.3,23.55,1,1,2.75
2,02/09/2022 10:30:57 AM,02/09/2022 10:59:05 AM,N,1,97,79,1,3.82,19.5,0,0.5,4.61,0,,0.3,27.66,1,1,2.75
2,02/09/2022 10:31:24 AM,02/09/2022 10:39:38 AM,N,1,75,238,1,0.82,7,0,0.5,1.17,0,,0.3,8.97,1,1,0
1,02/09/2022 10:31:40 AM,02/09/2022 10:42:44 AM,N,1,7,145,1,2.2,10,0,0.5,2,0,,0.3,12.8,1,1,0
1,02/09/2022 10:31:51 AM,02/09/2022 10:38:42 AM,N,1,74,75,1,1.2,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/09/2022 10:32:32 AM,02/09/2022 10:43:09 AM,N,1,74,75,1,1.61,8.5,0,0.5,1.86,0,,0.3,11.16,1,1,0
2,02/09/2022 10:32:39 AM,02/10/2022 12:00:00 AM,N,1,74,263,1,2.34,11,0,0.5,0,0,,0.3,14.55,2,1,2.75
2,02/09/2022 10:32:57 AM,02/09/2022 10:39:57 AM,N,1,116,41,1,1.29,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,0
2,02/09/2022 10:34:15 AM,02/09/2022 10:54:41 AM,N,1,74,237,1,2.92,14.5,0,0.5,3.61,0,,0.3,21.66,1,1,2.75
2,02/09/2022 10:34:36 AM,02/09/2022 10:54:34 AM,N,1,196,226,1,3.6,16,0,0.5,0,0,,0.3,16.8,2,1,0
2,02/09/2022 10:34:51 AM,02/09/2022 10:52:41 AM,N,5,130,28,1,4.48,32,0,0.5,0,0,,0.3,32.8,2,1,0
1,02/09/2022 10:36:07 AM,02/09/2022 10:50:18 AM,Y,1,134,130,1,2.8,12,0,0.5,2.55,0,,0.3,15.35,1,1,0
1,02/09/2022 10:36:11 AM,02/09/2022 10:47:55 AM,N,1,74,75,1,1.3,9,0,0.5,1.95,0,,0.3,11.75,1,1,0
1,02/09/2022 10:36:41 AM,02/09/2022 10:42:17 AM,N,1,41,166,1,1,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/09/2022 10:36:52 AM,02/09/2022 10:49:38 AM,N,1,41,43,1,1.02,9,0,0.5,2.45,0,,0.3,12.25,1,1,0
2,02/09/2022 10:37:05 AM,02/09/2022 10:48:06 AM,N,1,74,263,1,1.93,9,0,0.5,3.14,0,,0.3,15.69,1,1,2.75
2,02/09/2022 10:37:08 AM,02/09/2022 10:37:48 AM,N,5,121,121,2,0,150,0,0,0,0,,0.3,150.3,2,2,0
2,02/09/2022 10:37:35 AM,02/09/2022 10:43:56 AM,N,1,74,41,1,1.1,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/09/2022 10:37:38 AM,02/09/2022 10:46:24 AM,N,1,75,74,1,1.47,8,0,0.5,0,0,,0.3,8.8,2,1,0
2,02/09/2022 10:38:24 AM,02/09/2022 11:06:49 AM,N,1,75,164,1,3.38,18.5,0,0.5,4.41,0,,0.3,26.46,1,1,2.75
2,02/09/2022 10:38:58 AM,02/09/2022 10:44:56 AM,N,1,42,41,1,0.74,6,0,0.5,0,0,,0.3,6.8,1,1,0
2,02/09/2022 10:39:09 AM,02/09/2022 10:48:11 AM,N,1,75,74,1,1.23,7.5,0,0.5,0,0,,0.3,8.3,2,1,0
1,02/09/2022 10:40:56 AM,02/09/2022 11:19:39 AM,N,1,248,161,1,0,34.2,0,0.5,0,6.55,,0.3,41.55,1,1,0
2,02/09/2022 10:41:14 AM,02/09/2022 10:46:04 AM,N,1,236,236,1,0.47,5,0,0.5,0,0,,0.3,8.55,2,1,2.75
2,02/09/2022 10:41:24 AM,02/09/2022 10:53:49 AM,N,1,74,263,1,2.48,10.5,0,0.5,0,0,,0.3,14.05,2,1,2.75
2,02/09/2022 10:41:33 AM,02/09/2022 11:08:47 AM,N,1,75,239,1,2.55,18,0,0.5,0,0,,0.3,21.55,2,1,2.75
2,02/09/2022 10:41:33 AM,02/09/2022 10:58:42 AM,N,1,43,143,1,2.64,13,0,0.5,4.96,0,,0.3,21.51,1,1,2.75
2,02/09/2022 10:41:43 AM,02/09/2022 10:54:33 AM,N,1,65,65,2,0.86,9,0,0.5,1.96,0,,0.3,11.76,1,1,0
2,02/09/2022 10:41:57 AM,02/09/2022 11:28:20 AM,N,1,89,137,1,11.97,40,0,0.5,15.03,6.55,,0.3,65.13,1,1,2.75
2,02/09/2022 10:42:04 AM,02/09/2022 10:45:36 AM,N,1,74,42,1,0.76,4.5,0,0.5,1.06,0,,0.3,6.36,1,1,0
1,02/09/2022 10:42:29 AM,02/09/2022 11:45:49 AM,N,1,117,80,1,0,56.2,0,0.5,0,0,,0.3,57,1,1,0
2,02/09/2022 10:42:35 AM,02/09/2022 10:56:38 AM,N,1,74,236,1,1.8,10.5,0,0.5,0,0,,0.3,14.05,2,1,2.75
2,02/09/2022 10:42:47 AM,02/09/2022 10:52:44 AM,N,1,74,166,6,1.65,8.5,0,0.5,3.72,0,,0.3,13.02,1,1,0
2,02/09/2022 10:43:58 AM,02/09/2022 11:43:25 AM,N,1,244,264,1,2.38,10.5,0,0.5,0,0,,0.3,11.3,2,1,0
2,02/09/2022 10:44:29 AM,02/09/2022 10:52:12 AM,N,1,43,75,1,1.14,7,0,0.5,2.34,0,,0.3,10.14,1,1,0
2,02/09/2022 10:45:22 AM,02/09/2022 10:58:18 AM,N,1,75,137,1,4.34,15.5,0,0.5,0,0,,0.3,19.05,2,1,2.75
1,02/09/2022 10:45:25 AM,02/09/2022 11:25:47 AM,N,1,182,39,1,0,56.2,0,0.5,0,6.55,,0.3,63.55,1,1,0
2,02/09/2022 10:45:48 AM,02/09/2022 10:54:32 AM,N,1,43,263,1,1.27,7.5,0,0.5,2.21,0,,0.3,13.26,1,1,2.75
2,02/09/2022 10:46:00 AM,02/09/2022 11:00:39 AM,N,1,75,233,1,4.02,15,0,0.5,2,0,,0.3,20.55,1,1,2.75
2,02/09/2022 10:46:07 AM,02/09/2022 10:59:57 AM,N,1,75,168,5,3.29,13,0,0.5,3.45,0,,0.3,17.25,1,1,0
2,02/09/2022 10:46:21 AM,02/09/2022 10:53:20 AM,N,1,7,7,1,0.93,6,0,0.5,0,0,,0.3,6.8,2,1,0
2,02/09/2022 10:47:44 AM,02/09/2022 10:53:51 AM,N,1,95,95,1,0.74,5.5,0,0.5,0,0,,0.3,6.3,1,1,0
2,02/09/2022 10:47:45 AM,02/09/2022 11:21:50 AM,N,1,129,236,1,6.06,24.5,0,0.5,0,0,,0.3,28.05,2,1,2.75
2,02/09/2022 10:47:46 AM,02/09/2022 10:54:32 AM,N,1,75,24,1,1.41,7.5,0,0.5,2.08,0,,0.3,10.38,1,1,0
2,02/09/2022 10:47:48 AM,02/09/2022 11:39:24 AM,N,1,83,33,1,13.33,45,0,0.5,11.02,6.55,,0.3,66.12,1,1,2.75
2,02/09/2022 10:48:00 AM,02/09/2022 11:00:00 AM,,,112,80,,2.17,11.24,0,0,2.56,0,,0.3,14.1,,,
2,02/09/2022 10:48:05 AM,02/09/2022 10:53:22 AM,N,1,95,95,2,0.72,5.5,0,0.5,0,0,,0.3,6.3,2,1,0
2,02/09/2022 10:48:06 AM,02/09/2022 10:54:28 AM,N,1,42,41,1,0.96,6,0,0.5,2.04,0,,0.3,8.84,1,1,0
2,02/09/2022 10:48:35 AM,02/09/2022 11:09:58 AM,N,1,166,43,1,1.55,14,0,0.5,2,0,,0.3,16.8,1,1,0
2,02/09/2022 10:49:30 AM,02/09/2022 11:00:29 AM,N,1,74,166,1,1.69,8.5,0,0.5,0,0,,0.3,9.3,2,1,0
2,02/09/2022 10:49:40 AM,02/09/2022 10:52:33 AM,N,1,116,116,1,0.45,4,0,0.5,0,0,,0.3,4.8,2,1,0
1,02/09/2022 10:50:21 AM,02/09/2022 11:23:59 AM,N,1,130,74,1,0,42.2,0,0.5,0,6.55,,0.3,49.55,1,1,0
1,02/09/2022 10:50:32 AM,02/09/2022 11:55:23 AM,N,1,55,121,1,0,55.2,0,0.5,0,0,,0.3,56,1,1,0
1,02/09/2022 10:50:44 AM,02/09/2022 10:58:48 AM,N,1,40,195,1,1.4,7.5,0,0.5,1.65,0,,0.3,9.95,1,1,0
2,02/09/2022 10:51:25 AM,02/09/2022 11:04:20 AM,N,1,95,138,1,5.32,17,0,0.5,0,0,,0.3,17.8,2,1,0
2,02/09/2022 10:52:00 AM,02/09/2022 11:00:00 AM,,,41,41,,1.09,7.7,0,0,1.78,0,,0.3,9.78,,,
2,02/09/2022 10:52:45 AM,02/09/2022 11:04:27 AM,N,1,74,166,1,1.58,9,0,0.5,0,0,,0.3,9.8,2,1,0
2,02/09/2022 10:52:48 AM,02/09/2022 11:05:16 AM,N,1,74,75,1,1.55,9.5,0,0.5,0,0,,0.3,10.3,1,1,0
2,02/09/2022 10:53:00 AM,02/09/2022 11:02:00 AM,,,152,166,,1.28,8.86,0,0,1.52,0,,0.3,10.68,,,
1,02/09/2022 10:53:12 AM,02/09/2022 11:03:24 AM,N,1,74,120,1,3.6,12.5,0,0.5,2.65,0,,0.3,15.95,1,1,0
2,02/09/2022 10:53:24 AM,02/09/2022 11:10:32 AM,N,1,75,74,1,1.26,11.5,0,0.5,0,0,,0.3,12.3,2,1,0
2,02/09/2022 10:53:54 AM,02/09/2022 11:06:20 AM,N,1,74,75,1,1.63,9.5,0,0.5,0,0,,0.3,10.3,2,1,0
2,02/09/2022 10:54:45 AM,02/09/2022 11:10:22 AM,N,1,41,237,1,2.83,13,0,0.5,4.96,0,,0.3,21.51,1,1,2.75
2,02/09/2022 10:54:59 AM,02/09/2022 11:02:06 AM,N,1,41,43,1,0.87,6.5,0,0.5,0,0,,0.3,7.3,2,1,0
2,02/09/2022 10:55:00 AM,02/09/2022 11:05:00 AM,,,168,159,,1.35,18.2,0,0,0,0,,0.3,18.5,,,
1,02/09/2022 10:56:13 AM,02/09/2022 11:21:59 AM,N,1,74,134,1,12.2,36,0,0.5,10,6.55,,0.3,53.35,1,1,0
1,02/09/2022 10:56:30 AM,02/09/2022 11:10:32 AM,N,1,168,264,1,3.5,13.5,0,0.5,0,0,,0.3,14.3,2,1,0
2,02/09/2022 10:56:36 AM,02/09/2022 10:59:26 AM,N,1,97,97,2,0.33,3.5,0,0.5,0,0,,0.3,4.3,2,1,0
2,02/09/2022 10:57:09 AM,02/09/2022 11:07:59 AM,N,1,74,168,1,1.95,9.5,0,0.5,2.06,0,,0.3,12.36,1,1,0
2,02/09/2022 10:57:24 AM,02/09/2022 11:24:25 AM,N,1,74,141,1,3.04,17.5,0,0.5,4.21,0,,0.3,25.26,1,1,2.75
2,02/09/2022 10:57:37 AM,02/09/2022 11:13:05 AM,N,1,75,42,1,1.96,11.5,0,0.5,2,0,,0.3,14.3,1,1,0
2,02/09/2022 10:57:51 AM,02/09/2022 11:22:47 AM,N,1,92,175,1,18.05,49,0,0.5,0,0,,0.3,49.8,2,1,0
